,calories,carbs,cook_time,course,cuisine,description,labels,name,photos,prep_time,protein,rating,saturated_fat,servings,sugar,total_fat,total_time,url
0,,,120,main,northindian,", how to make punjabi sarson ka saag recipe"," North Indian Recipes, Vegan Recipes,Gluten Free, Punjabi Recipes, Popular Indian Recipes,Indian Curries",sarson ka saag ,True,120,,['4.65'],,7-8,,,240,http://www.vegrecipesofindia.com/sarson-ka-saag/
0,,,20,snacks,northindian,", how to make poha cutlet recipe","Kids Recipes, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Starters & Snacks Recipes",poha cutlet ,True,20,,['4.13'],,14to15cutlets,,,40,http://www.vegrecipesofindia.com/poha-cutlet-recipe-poha-recipes/
0,,,20,main,"Indian,mangalorean",", how to make malabar spinach lobia curry","Indian Curries, Main Course, South Indian Recipes",malabar spinach curry ,False,20,,['4.67'],,3to4,,,40,http://www.vegrecipesofindia.com/mangalorean-malabar-spinach-curry-recipe/
0,,,20,"breakfasts,snacks","IndianStreetFood,southindian,tamilnadu",", how to make sada dosa recipe | plain dosa recipe"," Kids Recipes, Indian Street Food, Tiffin Recipes,Gluten Free, Rice Recipes, Tamil Nadu,Indian Breakfast Recipes, South Indian Recipes",sada dosa ,True,540,,['5'],,4,,,560,http://www.vegrecipesofindia.com/sada-dosa-recipe/
0,,,20,,, - how to make vangi bath recipe | karnataka vangi bhath," Kids Recipes, No Onion No Garlic, Vegan Recipes,Karnataka Recipes, Popular Indian Recipes, Rice Recipes,Bachelor Recipes, South Indian Recipes",vangi bhath ,True,30,,[''],,2,,,50,http://www.vegrecipesofindia.com/vangi-bhath-recipe/
0,99,12,5,sweets,northindian,", how to make dry fruits barfi recipe | sweets recipes"," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Vegan Recipes,Gluten Free, Festival Recipes,Desserts, Popular Indian Recipes,Bachelor Recipes",dry fruit barfi ,True,20,2,['4.86'],1,15to16barfi,8,5,25,http://www.vegrecipesofindia.com/dry-fruit-barfi-recipe/
0,,,15,main,"andhra,Indian",", how to make tomato dal, andhra tomato pappu recipe"," Main Course,Andhra Recipes, Vegan Recipes, Dal Recipes",tomato dal ,False,15,,['4.7'],,4,,,30,http://www.vegrecipesofindia.com/tomato-dal-andhra-tomato-dal/
0,123,12,20,Breakfast,"northindian,Punjabi",", how to make besan chilla recipe | veg omelette recipe"," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes,Gluten Free, Vegan Recipes, Punjabi Recipes,Bachelor Recipes,Indian Breakfast Recipes",besan cheela ,True,10,3,['4.3'],,6cheelas,3,6,30,http://www.vegrecipesofindia.com/besan-cheela-recipe-besan-chilla/
0,100,6,15,snacks,northindian, | dahi kabab recipe | hung curd kababs recipe," Starters & Snacks Recipes, Popular Indian Recipes,North Indian Recipes,Gluten Free,Starters & Snacks Recipes",dahi ke kabab ,False,480,3,['5'],1,6kabab,3,7,495,http://www.vegrecipesofindia.com/dahi-ke-kabab-recipe/
0,,,,Beverages,world,," Kids Recipes,Beverages, Navratri & Fasting Recipes, Vegan Recipes,Gluten Free, Cooking Tips & Methods","how to make almond milk, simple steps to make almond milk at home",False,45,,['4.67'],,3.5to4cups,,,45,http://www.vegrecipesofindia.com/how-to-make-almond-milk/
0,,,25,Breakfast,northindian,", how to make vegetable paratha recipe"," Kids Recipes, No Onion No Garlic, Vegan Recipes, Toddler Recipes,Bachelor Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",vegetable paratha ,True,20,,['4.78'],,14to16parathas,,,45,http://www.vegrecipesofindia.com/vegetable-paratha-recipe/
0,,,30,leavenedfriedbread,"Indian,Punjabi",", how to make quick aloo bhature recipe"," Indian Breads & Parathas, North Indian Recipes,Bread Recipes, Punjabi Recipes,Bachelor Recipes, Indian Breakfast Recipes",aloo bhatura ,True,130,,[''],,9-10bhaturas,,,160,http://www.vegrecipesofindia.com/aloo-bhatura/
0,120,25,15,Dessert,"Bengali,Indian",", how to make rasgulla recipe | spongy rasgulla recipe"," Kids Recipes, Navratri & Fasting Recipes, Festival Recipes,Desserts, Popular Indian Recipes,Bengali Recipes, Desserts",rasgulla ,False,45,1,['4.75'],1,18mediumsizedrasgullas,25,1,60,http://www.vegrecipesofindia.com/rasgulla-recipe-how-to-make-rasgullas/
0,,,20,Breakfast,southindian,", how to make vegetable oats upma recipe | oats recipes"," Kids Recipes,30 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free, Toddler Recipes,Bachelor Recipes,Indian Breakfast Recipes, South Indian Recipes",oats upma ,True,10,,['4.45'],,3,,,30,http://www.vegrecipesofindia.com/oats-upma-recipe/
0,,,25,"Appetizer,Snack",northindian,", how to make gobi pakoras recipe | cauliflower fritters recipe","Kids Recipes, Tiffin Recipes, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes,Bachelor Recipes",gobi pakora ,True,25,,['4.5'],,3to4,,,50,http://www.vegrecipesofindia.com/gobi-pakora-cauliflower-pakora/
0,,,15,side,kerala, | cabbage stir fry recipe | cabbage recipes," Main Course, Kerala Recipes,30 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Indian Vegetable Recipes,Bachelor Recipes, Low Fat Recipes, South Indian Recipes",cabbage thoran ,True,15,,['4.84'],,3to4,,,30,http://www.vegrecipesofindia.com/cabbage-thoran/
0,,,50,Dessert,world, | eggless cake recipes," Kids Recipes, Vegan Recipes,Eggless Cakes",eggless dates walnut coffee cake ,False,30,,['4.75'],,1mediumsizeroundcake,,,80,http://www.vegrecipesofindia.com/eggless-dates-walnut-coffee-cake/
0,,,,Beverages,Indian,", how to make sapota or chickoo milkshake"," Kids Recipes, Summer Recipes,Beverages, Navratri & Fasting Recipes,15 Minutes Recipes, Vegan Recipes,Bachelor Recipes",chickoo milkshake ,False,10,,[''],,2-3,,,10,http://www.vegrecipesofindia.com/chickoo-milkshake-sapota-milkshake/
0,,,20,main,gujarati,", how to make gujarati dal recipe | dal recipes"," Kids Recipes, Gujarati Recipes, No Onion No Garlic, Vegan Recipes, Toddler Recipes,Dal Recipes,Bachelor Recipes",gujarati dal ,True,20,,['4.58'],,4to5,,,40,http://www.vegrecipesofindia.com/gujarati-dal-recipe/
0,,,15,side,northindian,", how to make mushroom roast | mushroom recipes","15 Minutes Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Indian Vegetable Recipes,Bachelor Recipes",mushroom roast ,True,5,,['4.56'],,2to3,,,20,http://www.vegrecipesofindia.com/mushroom-roast-recipe-mushroom-recipes/
0,,,20,snacks,Indian, - how to make veg club sandwich recipe," Kids Recipes, Starters & Snacks Recipes, Popular Indian Recipes,Bachelor Recipes,Indian Breakfast Recipes,Starters & Snacks Recipes",club sandwich ,True,10,,['5'],,3clubsandwiches,,,30,http://www.vegrecipesofindia.com/veg-club-sandwich-recipe/
0,,,25,main,"kerala,southindian",", how to make mathanga erissery recipe"," No Onion No Garlic, Main Course, Kerala Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Indian Curries,Bachelor Recipes, South Indian Recipes",pumpkin erissery ,False,25,,['5'],,2to3,,,50,http://www.vegrecipesofindia.com/pumpkin-erissery-onam-sadya-recipe/
0,,,30,Breakfast,Indian,", how to make broccoli paratha recipe"," Kids Recipes, No Onion No Garlic, Tiffin Recipes, North Indian Recipes, Vegan Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",broccoli paratha ,True,30,,['5'],,2to3,,,60,http://www.vegrecipesofindia.com/broccoli-paratha-recipe/
0,,,30,snacks,southindian,", how to make aloo bonda | potato bonda recipe","Kids Recipes, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu, South Indian Recipes",aloo bonda ,True,30,,['4.67'],,3to4,,,60,http://www.vegrecipesofindia.com/aloo-bonda-recipe-potato-bonda/
0,176,10,25,main,"northindian,Punjabi",", how to make bhindi masala curry recipe"," Main Course, North Indian Recipes, Vegan Recipes,Gluten Free, Punjabi Recipes,Indian Curries,Bachelor Recipes",bhindi masala gravy ,True,25,2,['4.71'],1,4,3,14,50,http://www.vegrecipesofindia.com/bhindi-masala-gravy-recipe/
0,,,20,snacks,"Indian,mumbaistreetfood",", how to make paneer pav bhaji recipe"," Indian Street Food, Paneer Recipes,Indian Breakfast Recipes",paneer pav bhaji ,True,20,,['4'],,4,,,40,http://www.vegrecipesofindia.com/paneer-pav-phaji-recipe/
0,,,25,Dessert,world,", whole wheat orange muffins recipe"," Kids Recipes, Eggless Cakes, Vegan Recipes, Toddler Recipes,Desserts,Bachelor Recipes, International Cuisines",eggless orange muffins ,True,15,,['4.85'],,8regularmuffins,,,40,http://www.vegrecipesofindia.com/eggless-orange-muffins-recipe/
0,122,10,15,"snacks,starters",world, | garlic cheese bread sticks | cheesy breadsticks," Kids Recipes,Bread Recipes, Bread Recipes, Popular Indian Recipes,Baked Snacks, International Cuisines",cheese garlic bread sticks ,False,75,3,['3.67'],3,9cheesybreadsticks,,7,90,http://www.vegrecipesofindia.com/cheese-garlic-breadsticks-recipe/
0,,,20,side,southindian,", how to make french beans poriyal recipe"," Kids Recipes, No Onion No Garlic, Main Course,30 Minutes Recipes, Tiffin Recipes, Vegan Recipes, Toddler Recipes,Indian Vegetable Recipes, Tamil Nadu,Bachelor Recipes, South Indian Recipes",french beans poriyal ,True,10,,['4.75'],,2to3,,,30,http://www.vegrecipesofindia.com/french-beans-poriyal-recipe/
0,,,40,desserts,world,", how to make baked cheesecake recipe"," Kids Recipes,Desserts, International Cuisines,International Cuisines",eggless cheesecake ,True,20,,['4.75'],,8,,,60,http://www.vegrecipesofindia.com/eggless-cheesecake-recipe/
0,,,15,side,"Indian,Punjabi",", how to make dry gajar aloo matar recipe"," Kids Recipes, No Onion No Garlic, Main Course,30 Minutes Recipes, North Indian Recipes, Tiffin Recipes, Vegan Recipes, Toddler Recipes,Indian Vegetable Recipes, Punjabi Recipes, Popular Indian Recipes,Bachelor Recipes, Low Fat Recipes",aloo gajar matar ,True,15,,['4.38'],,2to3,,,30,http://www.vegrecipesofindia.com/aloo-gajar-matar-recipe/
0,,,,Beverages,northindian,", how to make gond sherbet recipe | indian beverages"," Kids Recipes, Summer Recipes,Beverages,15 Minutes Recipes, North Indian Recipes,Gluten Free,Bachelor Recipes",gond ka sharbat ,True,5,,[''],,4,,,5,http://www.vegrecipesofindia.com/gond-ka-sharbat-recipe/
0,,,10,main,southindian,", south indian coconut rice | thengai sadam recipe"," Kids Recipes,Festival Recipes, No Onion No Garlic, North Indian Recipes, Vegan Recipes,Gluten Free, Popular Indian Recipes, Rice Recipes,Bachelor Recipes, South Indian Recipes",coconut rice ,False,30,,['5'],,3,,,40,http://www.vegrecipesofindia.com/coconut-rice-recipe/
0,,,30,side,Maharashtrian,", how to make puran poli recipe | stepwise photos","Festival Recipes, Maharashtrian Recipes, Kids Recipes",puran poli ,True,270,,['4.9'],,6largepuranpolisor8mediumpuranpolis,,,300,http://www.vegrecipesofindia.com/puran-poli-recipe/
0,,,,"Breakfast,snacks",goan,", how to make milk poha recipe | poha recipes"," Kids Recipes,Kids Recipes,15 Minutes Recipes, Starters & Snacks Recipes,Gluten Free, Toddler Recipes,Bachelor Recipes, Low Fat Recipes, Indian Breakfast Recipes,Goan Recipes",sweet poha ,True,5,,['5'],,1,,,5,http://www.vegrecipesofindia.com/sweet-poha-recipe-milk-poha/
0,,,20,"brunch,main","Italian,world", | veg mushroom recipes," Tiffin Recipes, Main Course,Bachelor Recipes, Vegan Recipes,International Cuisines",mushroom spaghetti bolognese ,False,20,,['1'],,2to3,,,40,http://www.vegrecipesofindia.com/mushroom-spaghetti-bolognese/
0,,,30,main,"northindian,Punjabi", | punjabi chana paneer masala recipe," Paneer Recipes, North Indian Recipes,Gluten Free, Punjabi Recipes, Popular Indian Recipes,Indian Curries,Bachelor Recipes",chole paneer masala ,True,480,,['4.8'],,4,,,510,http://www.vegrecipesofindia.com/chole-paneer-recipe-paneer-chole/
0,,,40,Dessert,world, | pineapple pastry | pineapple cake recipe," Kids Recipes, International Cuisines,Eggless Cakes, Festival Recipes",eggless pineapple cake ,True,50,,['4'],,5to6,,,90,http://www.vegrecipesofindia.com/eggless-pineapple-cream-cake/
0,,,,beverage,world,", how to make virgin pina colada recipe"," Kids Recipes, Summer Recipes,Beverages, Navratri & Fasting Recipes,15 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes, International Cuisines",pina colada ,True,15,,['4.5'],,3,,,15,http://www.vegrecipesofindia.com/virgin-pina-colada-recipe/
0,,,30,main,southindian,," Main Course, Vegan Recipes, Popular Indian Recipes, Tamil Nadu,Dal Recipes,Bachelor Recipes, Low Fat Recipes, South Indian Recipes","Sambar Recipe, How to make quick vegetable sambar in pressure cooker",False,15,,['4.72'],,4,,,45,http://www.vegrecipesofindia.com/sambhar-recipe-a-method-made-easy/
0,,,5,Beverages,Indian,", how to make aam ka panna | raw mango panna"," Kids Recipes,Beverages, Summer Recipes, Navratri & Fasting Recipes, North Indian Recipes",aam ka panna ,True,15,,['4.67'],,1bottleor1mediumsizebowl,,,20,http://www.vegrecipesofindia.com/aam-panna-recipe-aam-panna/
0,,,25,Breakfast,southindian,", how to make instant ragi dosa recipe | ragi recipes"," Karnataka Recipes,Indian Breakfast Recipes,Gluten Free, Kids Recipes",quick ragi dosa ,True,30,,['4.67'],,2-3,,,55,http://www.vegrecipesofindia.com/ragi-dosa/
0,,,25,"Breakfast,brunch,snacks",Indian,", how to make tomato omelette | veg omelette"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes, Low Fat Recipes,Indian Breakfast Recipes",tomato omelette ,True,5,,['4.83'],,3to4,,,30,http://www.vegrecipesofindia.com/tomato-omelette-veg-recipe/
0,,,10,"main,side","southindian,tamilnadu",", how to make beetroot rasam recipe | rasam recipes","30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu, South Indian Recipes,No Onion No Garlic,Bachelor Recipes,South Indian Recipes",beetroot rasam ,False,15,,['5'],,4,,,25,http://www.vegrecipesofindia.com/beetroot-rasam-recipe/
0,,,15,"condiment,side",southindian,", how to make cabbage pachadi | cabbage chutney"," No Onion No Garlic,30 Minutes Recipes, Vegan Recipes, Tamil Nadu,Chutneys,Bachelor Recipes, Low Fat Recipes, South Indian Recipes",cabbage pachadi ,True,10,,['4.2'],,4to5,,,25,http://www.vegrecipesofindia.com/cabbage-pachadi-recipe-cabbage-chutney/
0,,,,condiment,northindian,", how to make masala onion | onion recipes","Vegan Recipes,15 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes,Low Fat Recipes",masala pyaaz ,True,5,,['3'],,1,,,5,http://www.vegrecipesofindia.com/masala-pyaaz-recipe-onion-recipes/
0,,,45,indianstreetfood,Indian,", how to make maharashtrian misal pav recipe"," Indian Street Food, Main Course, Indian Curries, Maharashtrian Recipes, Vegan Recipes,Dal Recipes,Bachelor Recipes, Indian Breakfast Recipes",misal pav ,True,15,,['4.46'],,4,,,60,http://www.vegrecipesofindia.com/misal-pav-recipe-misal-pav/
0,,,,desserts,world, with condensed milk | easy mango ice cream recipe," Kids Recipes,15 Minutes Recipes,Gluten Free,Desserts,Bachelor Recipes, International Cuisines",mango ice cream ,False,15,,['4'],,30scoops,,,30,http://www.vegrecipesofindia.com/easy-mango-ice-cream-recipe/
0,,,20,Breakfast,Indian, | chaat style aloo toast sandwich recipe," Kids Recipes,Bachelor Recipes,Indian Street Food, No Onion No Garlic, Starters & Snacks Recipes",aloo toast sandwich ,False,20,,['4.34'],,5,,,40,http://www.vegrecipesofindia.com/chaat-style-aloo-toast-sandwich/
0,,,,Beverages,Indian, - betel leaves drink or paan shots recipe," Summer Recipes,Beverages, Vegan Recipes",paan gulkand drink ,False,15,,['5'],,3,,,15,http://www.vegrecipesofindia.com/paan-gulkand-drink/
0,,,45,curry,northindian, - how to make punjabi chole masala | chana masala recipe," Main Course, Indian Curries, North Indian Recipes, Vegan Recipes, Punjabi Recipes, Popular Indian Recipes,Indian Breakfast Recipes",chole ,True,540,,['4.82'],,5,,,585,http://www.vegrecipesofindia.com/punjabi-chole-chickpeas-in-a-spicy-gravy/
0,,,35,Dessert,world,", how to make eggless apple cake"," Kids Recipes, Tiffin Recipes,Eggless Cakes, Vegan Recipes, Festival Recipes, Low Fat Recipes, International Cuisines",eggless apple cake ,False,15,,['4.55'],,2-3,,,50,http://www.vegrecipesofindia.com/eggless-apple-cake-recipe-vegan/
0,,,25,snacks,"Indian,Maharashtrian"," or hurda pakora, how to make hurda bhajji recipe","Kids Recipes, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Maharashtrian Recipes,Bachelor Recipes",hurda bhajji ,False,15,,['5'],,3to4,,,40,http://www.vegrecipesofindia.com/hurda-bhajji-recipe-hurda-pakora/
0,,,30,snacks,Indian,", how to make mushroom puffs | mushroom patties"," Kids Recipes,Baked Snacks, Starters & Snacks Recipes, Tiffin Recipes,Starters & Snacks Recipes",mushroom puffs ,True,30,,['4'],,8to10puffs,,,60,http://www.vegrecipesofindia.com/mushroom-puffs-recipe/
0,,,20,"breakfasts,snacks",IndianStreetFood,", how to make masala uttapam | sandwich uttapam recipe"," Indian Street Food, Starters & Snacks Recipes,Indian Street Food,Indian Breakfast Recipes, South Indian Recipes",masala uttapam ,True,20,,['4'],,4,,,40,http://www.vegrecipesofindia.com/masala-uttapam-recipe/
0,,,10,beverage,world,", homemade lemon squash recipe | summer drinks"," Kids Recipes, Summer Recipes,Beverages, Navratri & Fasting Recipes,30 Minutes Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes, International Cuisines",lemon squash ,True,15,,['4.37'],,750ml,,,25,http://www.vegrecipesofindia.com/lemon-squash-recipe/
0,,,20,main,"karnataka,southindian",", how to make mysore rasam recipe | rasam recipes"," Main Course, Vegan Recipes,Karnataka Recipes, Popular Indian Recipes, South Indian Recipes,South Indian Recipes",mysore rasam ,True,20,,['5'],,4,,,40,http://www.vegrecipesofindia.com/mysore-rasam-recipe/
0,,,25,main,Thai,", how to make thai yellow curry recipe"," Main Course,Bachelor Recipes, Vegan Recipes,International Cuisines",thai yellow veg curry ,False,20,,['4.88'],,4,,,45,http://www.vegrecipesofindia.com/thai-yellow-veg-curry-recipe/
0,,,5,snacks,world,," No Onion No Garlic,30 Minutes Recipes, Starters & Snacks Recipes,Kids Recipes,Bachelor Recipes","Buttered Corn Recipe, How to make Buttered Corn | Corn Recipes",False,20,,['5'],,2-3,,,25,http://www.vegrecipesofindia.com/buttered-american-corn/
0,,,,"desserts,sweet",maharashtriangujarati,", how to make kesar elaichi shrikhand recipe"," Kids Recipes, Gujarati Recipes, Navratri & Fasting Recipes,15 Minutes Recipes, Maharashtrian Recipes,Gluten Free, Festival Recipes, Toddler Recipes,Desserts, Popular Indian Recipes,Bachelor Recipes",shrikhand ,False,315,,['4.82'],,4to5,,,315,http://www.vegrecipesofindia.com/shrikhand-recipe/
0,,,,side,"northindian,Punjabi",", how to make anjeeri matar gravy recipe","Indian Curries, Main Course,30 Minutes Recipes, North Indian Recipes, Indian Vegetable Recipes",anjeeri matar ,False,,,['5'],,2to4,,,,http://www.vegrecipesofindia.com/anjeeri-matar-recipe/
0,,,30,Breakfast,southindian,", how to make sabudana dosa recipe | dosa recipes"," Kids Recipes,Vegan Recipes, Vegan Recipes,Gluten Free, Tamil Nadu,Indian Breakfast Recipes, South Indian Recipes",sabudana dosa ,True,540,,['5'],,2to3,,,570,http://www.vegrecipesofindia.com/sabudana-dosa-recipe/
0,,,12,main,IndoChinese,", how to make burnt garlic veg fried rice recipe","Indo-Chinese Recipes, Indo-Chinese Recipes, Vegan Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food",burnt garlic fried rice ,True,30,,['5'],,1to2,,,42,http://www.vegrecipesofindia.com/burnt-garlic-fried-rice-recipe/
0,,,40,,,", how to make banana bread | quick banana bread","Bachelor Recipes, Desserts,Bread Recipes",banana bread ,False,5,,['4.75'],,1loafofbread9by5inch,,,45,http://www.vegrecipesofindia.com/banana-bread-quick-banana-bread/
0,,,,side,Indian,", how to make mango raita | aam ka raita recipe"," Kids Recipes, Summer Recipes, Navratri & Fasting Recipes,15 Minutes Recipes,Desserts,Bachelor Recipes",easy mango raita ,False,5,,[''],,1mediumsizebowl,,,5,http://www.vegrecipesofindia.com/easy-mango-raita/
0,,,30,breakfasts,gujarati,", how to make mooli thepla recipe | radish thepla recipe"," Kids Recipes, No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes,Bachelor Recipes, Low Fat Recipes,Indian Breads & Parathas",mooli thepla ,True,20,,['4'],,10to12theplas,,,50,http://www.vegrecipesofindia.com/mooli-thepla-recipe/
0,,,20,main,"southindian,tamilnadu",", vegetable biryani recipe in pressure cooker"," Vegan Recipes,Gluten Free, Rice Recipes, Tamil Nadu,Main Course,Bachelor Recipes,Rice Recipes, South Indian Recipes",south indian veg biryani ,True,30,,['3.67'],,4,,,50,http://www.vegrecipesofindia.com/south-indian-vegetable-biryani-recipe/
0,,,20,main,,," No Onion No Garlic, Rice Recipes, Vegan Recipes,Main Course","French Beans Rice Recipe, Healthy French Beans Rice with Flaxseed",False,35,,[''],,2,,,55,http://www.vegrecipesofindia.com/french-beans-rice-with-flaxseed/
0,,,40,Dessert,world,", how to make gingerbread cake recipe"," Kids Recipes, International Cuisines,Eggless Cakes, Vegan Recipes, Festival Recipes",eggless gingerbread cake ,False,10,,['4.56'],,2to3,,,50,http://www.vegrecipesofindia.com/eggless-gingerbread-cake-recipe/
0,,,5,appetiser,southindian,", how to make red chilli coconut chutney recipe",Chutneys,red coconut chutney ,True,5,,['5'],,2-3,,,10,http://www.vegrecipesofindia.com/red-chili-coconut-chutney/
0,,,25,snacks,southindian,", how to prepare easy butter murukku recipe"," Kids Recipes,Festival Recipes,30 Minutes Recipes, Starters & Snacks Recipes,Gluten Free, Popular Indian Recipes, Tamil Nadu,Bachelor Recipes, South Indian Recipes",butter murruku ,True,5,,['5'],,3to4,,,30,http://www.vegrecipesofindia.com/butter-murruku-recipe/
0,,,60,snacks,"southindian,tamilnadu", | madras mixture recipe | omapodi mixture recipe," Kids Recipes,Starters & Snacks Recipes,Festival Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes, Tamil Nadu, South Indian Recipes",south indian mixture ,False,15,,['4'],,350grams,,,75,http://www.vegrecipesofindia.com/south-indian-mixture-recipe/
0,,,20,main,IndoChinese,", how to make vegetable fried rice recipe"," Main Course, Indo-Chinese Recipes, Vegan Recipes, Popular Indian Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food",veg fried rice ,True,40,,['4.54'],,3to4,,,60,http://www.vegrecipesofindia.com/veg-fried-rice-recipe/
0,,,20,Snack,"southindian,tamilnadu",", how to make chana dal vada recipe","Vegan Recipes,Kids Recipes, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes, Tamil Nadu, South Indian Recipes",chana dal vada ,True,135,,['5'],,10to12vadas,,,155,http://www.vegrecipesofindia.com/chana-dal-vada-recipe/
0,,,15,main,"gujarati,Indian",", how to make gujarati undhiyu | surti undhiyu recipe","Gujarati Recipes, Popular Indian Recipes, Vegan Recipes, Indian Vegetable Recipes, Kids Recipes",undhiyu ,True,60,,['4.67'],,10to12,,,75,http://www.vegrecipesofindia.com/undhiyu-recipe-gujarati-undhiyu-recipe/
0,,,30,Breakfast,Indian,", how to make vegetable quinoa upma recipe","Bachelor Recipes,Kids Recipes, Vegan Recipes",quinoa upma ,True,10,,['4.5'],,2,,,40,http://www.vegrecipesofindia.com/quinoa-upma-recipe/
0,,,25,"Dessert,sweets",southindian,", how to make carrot payasam | carrot kheer recipe"," Kids Recipes, Navratri & Fasting Recipes, Vegan Recipes, Festival Recipes,Desserts, South Indian Recipes",carrot payasam ,False,15,,['5'],,4-5,,,40,http://www.vegrecipesofindia.com/carrot-payasam-carrot-kheer/
0,,,20,"breakfasts,snacks",southindian,", how to make butter cheese dosa recipe | dosa recipes"," Kids Recipes, Indian Street Food,30 Minutes Recipes, Starters & Snacks Recipes,Gluten Free, Popular Indian Recipes,Bachelor Recipes,Indian Breakfast Recipes",cheese dosa ,False,5,,['5'],,2to3,,,25,http://www.vegrecipesofindia.com/cheese-dosa-recipe/
0,,,15,"Breakfast,snacks","Indian,mumbaistreetfood",", how to make bombay veg sandwich recipe"," Kids Recipes, Summer Recipes, Indian Street Food,30 Minutes Recipes, Starters & Snacks Recipes, Popular Indian Recipes,Bachelor Recipes,Indian Breakfast Recipes",veg sandwich ,True,20,,['4.45'],,4,,,35,http://www.vegrecipesofindia.com/bombay-veg-sandwich/
0,,,35,snacks,world,", how to make eggless garlic bread rolls recipe"," Kids Recipes, International Cuisines,Bread Recipes, Festival Recipes",garlic bread rolls ,True,3,,['4.86'],,2to3,,,38,http://www.vegrecipesofindia.com/garlic-bread-rolls-eggless-garlic-rolls/
0,,,20,snacks,world," from scratch, how to make paneer tikka pizza"," Kids Recipes, Main Course, Paneer Recipes, Starters & Snacks Recipes,Bread Recipes, International Cuisines",paneer tikka pizza ,True,140,,['4.41'],,4,,,160,http://www.vegrecipesofindia.com/paneer-tikka-pizza-recipe/
0,287,34,8,side,southindian,", how to make potato roast recipe | aloo roast recipe"," No Onion No Garlic, Main Course,30 Minutes Recipes, Starters & Snacks Recipes, Tiffin Recipes, Vegan Recipes,Indian Vegetable Recipes, Tamil Nadu,Bachelor Recipes, South Indian Recipes",potato roast ,True,20,7,['5'],1,2to3,,14,28,http://www.vegrecipesofindia.com/potato-roast-recipe-aloo-roast/
0,,,25,snacks,northindian, for navratri fasting  | navratri vrat recipes," No Onion No Garlic, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Navratri & Fasting Recipes",palak pakora ,False,5,,[''],,2to3,,,30,http://www.vegrecipesofindia.com/palak-pakora-recipe-kuttu-palak-pakora/
0,,,20,snacks,Indian,", how to make veg cutlet recipe | veg patties recipe"," Kids Recipes,Bachelor Recipes, Starters & Snacks Recipes, Vegan Recipes,Indian Breakfast Recipes",vegetable cutlet ,True,25,,['4.53'],,3,,,45,http://www.vegrecipesofindia.com/vegetable-cutlet-easy-veg-cutlet-recipe/
0,,,30,"Breakfast,brunch,snacks",Indian,", mumbai style masala dosa recipe"," Indian Street Food, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes,Indian Breakfast Recipes",mumbai mysore masala dosa ,False,15,,['5'],,3to4,,,45,http://www.vegrecipesofindia.com/mumbai-mysore-masala-dosa/
0,354,48,15,main,northindian," | vrat ke aloo recipe, aloo recipe for fasting or vrat"," Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic, Main Course,30 Minutes Recipes, North Indian Recipes, Vegan Recipes,Gluten Free, Punjabi Recipes,Indian Curries,Bachelor Recipes",vrat wale aloo ,True,15,10,[''],2,2to3,5,15,30,http://www.vegrecipesofindia.com/vrat-wale-aloo-or-vrat-ke-aloo/
0,,,15,side,southindian,", how to make garlic rasam recipe | rasam recipes"," Main Course,30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes, Tamil Nadu,Indian Curries,Bachelor Recipes, South Indian Recipes",garlic rasam ,True,20,,['5'],,3to4,,,35,http://www.vegrecipesofindia.com/garlic-rasam-recipe/
